Course,Professor,GPA,% of A's,% of B's,% of C's,% of D's,% of F's,N
,COOKE O,3.92,91.67%,8.33%,0.0%,0.0%,0.0%,1
,,,,,,,
RUSS-222,,,,,,,
,COOKE L,3.33,41.67%,50.0%,8.33%,0.0%,0.0%,1
,,,,,,,
RUSS-285,,,,,,,
,RICH E,3.0,28.57%,57.14%,0.0%,14.29%,0.0%,1
,,,,,,,
RUSS-301,,,,,,,
,COOKE L,3.42,57.89%,26.32%,15.79%,0.0%,0.0%,1
,,,,,,,
RUSS-302,,,,,,,
,COOKE O,3.45,45.0%,55.0%,0.0%,0.0%,0.0%,1
,RICH E,3.35,58.82%,29.41%,5.88%,0.0%,5.88%,1
,,,,,,,
RUSS-322,,,,,,,
,COOKE L,3.45,58.525%,33.805%,4.545%,0.0%,3.125%,2
,COOKE O,3.6,60.0%,40.0%,0.0%,0.0%,0.0%,2
,,,,,,,
RUSS-410,,,,,,,
,COOKE O,3.61,60.87%,39.13%,0.0%,0.0%,0.0%,1
,,,,,,,
RUSS-441,,,,,,,
,COOKE L,3.57,61.82%,33.635%,4.545%,0.0%,0.0%,2
,,,,,,,
RUSS-442,,,,,,,
,COOKE O,3.53,71.07%,22.905%,0.0%,0.0%,6.02%,2
,,,,,,,
RUSS-443,,,,,,,
,RICH E,3.64,63.64%,36.36%,0.0%,0.0%,0.0%,1
,,,,,,,
RUSS-444,,,,,,,
,RICH E,3.46,46.15%,53.85%,0.0%,0.0%,0.0%,1
,,,,,,,
RUSS-446,,,,,,,
,COOKE L,3.45,54.3%,36.875%,8.825%,0.0%,0.0%,2
,,,,,,,
RUSS-447,,,,,,,
,COOKE O,3.58,57.875%,42.125%,0.0%,0.0%,0.0%,2
,,,,,,,
SOCI-203,,,,,,,
,GOLDSMITH P,3.09,58.7%,15.22%,10.87%,6.52%,8.7%,1
,,,,,,,
SOCI-205,,,,,,,
,ALDANA M,3.25,49.65%,36.17%,9.22%,0.0%,4.96%,1
,AMARO G,2.79,28.89%,38.52%,20.74%,6.67%,5.19%,1
,BENNEFIELD Z,2.45,8.74666666667%,44.55%,34.3533333333%,7.58%,4.77333333333%,3
,BROCATO B,3.66,71.855%,24.385%,2.1%,1.295%,0.375%,2
,CAMPBELL M,2.77,13.73%,56.86%,22.55%,5.88%,0.98%,1
,COHN S,2.82,32.535%,35.43%,21.52%,2.855%,7.655%,2
,COUCH T,3.48,63.3466666667%,25.7033333333%,6.71666666667%,2.74333333333%,1.48666666667%,3
,DAWSON M,3.71,71.43%,28.57%,0.0%,0.0%,0.0%,1
,FIELD L,2.94,28.445%,47.67%,14.955%,6.805%,2.13%,2
,GARCIA S,2.65,7.69%,57.69%,30.77%,0.0%,3.85%,1
,HART W,3.44,56.18%,33.22%,9.19%,1.41%,0.0%,1
,HERNANDEZ A,2.58,16.215%,49.41%,21.095%,3.48%,9.795%,2
,HILL C,2.95,24.1%,53.4375%,17.1%,4.03%,1.3325%,4
,HOU D,2.96,34.1166666667%,39.7633333333%,15.75%,8.26666666667%,2.10666666667%,3
,KAINER J,3.6,65.235%,30.205%,3.865%,0.35%,0.35%,2
,LIU D,3.28,45.64%,40.736%,10.494%,2.606%,0.526%,5
,LOVE T,3.6,65.835%,29.05%,4.76%,0.355%,0.0%,2
,MACKIN R,3.27,46.126%,38.896%,11.616%,2.54%,0.818%,5
,MCCOWN C,2.89,27.85%,44.3%,18.99%,6.33%,2.53%,1
,MESTROVIC S,3.98,97.95%,1.71%,0.34%,0.0%,0.0%,2
,MOORE W,2.79,26.87%,41.79%,18.66%,8.96%,3.73%,1
,OCHOA M,2.88,26.865%,45.08%,18.995%,7.065%,2.0%,2
,ORTA D,3.32,48.0%,36.0%,16.0%,0.0%,0.0%,1
,ORTEGA F,3.14,40.79%,41.885%,10.9%,3.025%,3.405%,2
,SALINAS J,3.21,40.65%,41.635%,14.095%,3.22%,0.405%,2
,SANCHEZ M,2.85,30.0%,40.0%,20.0%,5.0%,5.0%,1
,SHAFFER R,3.24,48.8116666667%,33.6466666667%,12.475%,2.995%,2.06833333333%,6
,WOODS T,2.47,11.345%,38.1875%,39.24%,8.5975%,2.6275%,4
,XIONG Q,2.92,41.67%,33.33%,12.5%,0.0%,12.5%,1
,,,,,,,
SOCI-206,,,,,,,
,COHN S,2.69,19.104%,45.15%,25.776%,5.152%,4.82%,5
,HART W,3.27,46.15%,34.62%,19.23%,0.0%,0.0%,1
,LIU D,3.28,42.528%,45.644%,8.948%,2.884%,0.0%,5
,,,,,,,
SOCI-207,,,,,,,
,AGUILAR S,3.73,76.555%,19.595%,3.845%,0.0%,0.0%,2
,COUCH T,3.96,96.155%,3.205%,0.64%,0.0%,0.0%,2
,CURRY G,3.13,33.33%,60.0%,0.0%,0.0%,6.67%,1
,DATHIS D,3.09,26.09%,65.22%,4.35%,0.0%,4.35%,1
,ISTVAN A,3.18,43.59%,38.46%,12.82%,2.56%,2.56%,1
,KALBASI-ASHTARI S,3.49,62.86%,25.71%,8.57%,2.86%,0.0%,1
,LAKKIMSETTI C,3.1,38.58%,37.76%,20.44%,1.95%,1.275%,2
,LE J,2.93,29.3533333333%,43.1766666667%,21.1533333333%,3.75666666667%,2.56333333333%,3
,LOMELI A,3.64,71.79%,25.64%,0.0%,0.0%,2.56%,1
,MALONE D,2.92,29.11%,41.77%,24.05%,2.53%,2.53%,1
,MORRIS T,2.68,19.07%,43.805%,26.025%,8.49%,2.61%,2
,ORTEGA F,3.53,66.67%,20.0%,13.33%,0.0%,0.0%,1
,SALINAS J,3.21,37.5%,50.0%,8.33%,4.17%,0.0%,1
,SANCHEZ M,3.26,54.69%,25.525%,13.15%,1.98%,4.65%,2
,SAVELY J,2.46,17.1533333333%,38.7466666667%,24.97%,11.54%,7.59333333333%,3
,SCOTT C,3.32,45.68%,40.74%,13.58%,0.0%,0.0%,1
,SHAFFER R,3.8,80.0%,20.0%,0.0%,0.0%,0.0%,1
,SUZUKI K,2.73,27.8%,24.23%,33.905%,6.745%,7.32%,2
,VALENTINE S,3.0,50.0%,20.83%,16.67%,4.17%,8.33%,1
,,,,,,,
SOCI-210,,,,,,,
,GATSON S,2.78,16.67%,52.78%,25.0%,2.78%,2.78%,1
,HERNANDEZ A,2.79,14.29%,57.14%,21.43%,7.14%,0.0%,1
,,,,,,,
SOCI-211,,,,,,,
,ALDANA M,3.22,45.955%,34.975%,14.77%,3.22%,1.075%,2
,LE J,2.89,26.78%,42.4966666667%,25.5433333333%,3.26333333333%,1.91333333333%,3
,MATHEY C,3.54,68.865%,19.755%,9.515%,0.685%,1.18%,2
,MURPHY C,2.98,26.23%,52.46%,16.39%,3.28%,1.64%,1
,PALS H,3.01,35.8433333333%,40.4666666667%,15.28%,5.88333333333%,2.53333333333%,3
,PLEMONS A,2.83,33.33%,38.89%,11.11%,11.11%,5.56%,1
,,,,,,,
SOCI-212,,,,,,,
,GATSON S,3.38,61.9%,19.05%,14.29%,4.76%,0.0%,1
,KAINER J,3.52,58.16%,35.71%,6.12%,0.0%,0.0%,1
,,,,,,,
SOCI-217,,,,,,,
,CAMPBELL M,2.72,32.0%,16.0%,48.0%,0.0%,4.0%,1
,JEWELL J,2.65,18.665%,50.335%,12.665%,14.0%,4.335%,2
,SMITH J,3.31,46.475%,40.065%,11.54%,1.925%,0.0%,2
,WILLIAMS A,3.57,71.43%,14.29%,14.29%,0.0%,0.0%,1
,,,,,,,
SOCI-220,,,,,,,
,ACKERMAN J,2.91,24.24%,60.61%,6.06%,0.0%,9.09%,1
,DESALVO B,2.79,27.27%,42.42%,18.18%,6.06%,6.06%,1
,LINNEMAN J,2.78,22.5863636364%,39.4054545455%,31.89%,5.40545454545%,0.712727272727%,11
,RICO B,2.8,24.62%,44.62%,20.0%,7.69%,3.08%,1
,WAREN W,2.88,21.31%,50.55%,23.6733333333%,3.22333333333%,1.23333333333%,3
,,,,,,,
SOCI-229,,,,,,,
,HENDERSON M,3.6,60.0%,40.0%,0.0%,0.0%,0.0%,2
,,,,,,,
SOCI-230,,,,,,,
,BROCATO B,3.9,90.48%,9.52%,0.0%,0.0%,0.0%,1
,BURK J,2.86,26.065%,44.7216666667%,20.8883333333%,6.21%,2.12%,6
,DIETRICH K,2.86,28.2575%,34.165%,33.745%,2.7475%,1.0875%,4
,HANNIBAL B,3.19,48.15%,33.33%,7.41%,11.11%,0.0%,1
,HART W,3.37,56.25%,29.43%,9.50333333333%,4.3%,0.52%,3
,KAINER J,3.88,88.1%,11.9%,0.0%,0.0%,0.0%,1
,MALONE D,2.91,24.24%,51.52%,15.15%,9.09%,0.0%,1
,MESTROVIC S,3.82,83.5866666667%,15.5566666667%,0.0%,0.853333333333%,0.0%,3
,PRECHEL H,2.72,23.82%,39.27%,26.135%,6.26%,4.51%,4
,,,,,,,
SOCI-285,,,,,,,
,DIETRICH K,3.56,65.63%,25.0%,9.38%,0.0%,0.0%,1
,,,,,,,
SOCI-304,,,,,,,
,ACKERMAN J,3.12,35.17%,42.07%,22.07%,0.69%,0.0%,1
,FOSTER H,3.02,21.844%,48.25%,24.578%,4.512%,0.814%,5
,JOHN E,2.87,27.948%,39.654%,24.198%,7.662%,0.534%,5
,MAES A,3.01,20.585%,60.51%,18.54%,0.36%,0.0%,2
,PLICKERT G,2.92,16.865%,62.87%,16.865%,2.54%,0.845%,2
,REESE B,3.05,40.78%,34.025%,16.235%,7.535%,1.43%,2
,SERNA X,3.37,49.47%,42.675%,5.725%,0.0%,2.13%,2
,,,,,,,
SOCI-310,,,,,,,
,WOLF J,2.41,10.4366666667%,36.63%,36.5633333333%,16.3633333333%,0.0%,3
,,,,,,,
SOCI-312,,,,,,,
,FLORES N,3.05,31.03%,51.72%,12.07%,1.72%,3.45%,1
,PALS H,3.38,50.0%,44.12%,2.94%,0.0%,2.94%,1
,POSTON D,2.97,37.3633333333%,33.79%,20.3533333333%,5.695%,2.80166666667%,6
,,,,,,,
SOCI-313,,,,,,,
,BURK J,3.06,37.065%,37.37%,20.465%,4.54%,0.56%,2
,,,,,,,
SOCI-314,,,,,,,
,CURRY G,3.35,50.67%,38.67%,8.0%,0.0%,2.67%,1
,DIETRICH K,2.64,16.485%,43.2675%,30.7475%,6.42%,3.085%,4
,FIELD L,3.58,59.55%,38.89%,1.565%,0.0%,0.0%,2
,HERNANDEZ A,2.64,20.37%,41.67%,23.15%,12.04%,2.78%,1
,MATHEY C,2.76,19.74%,47.37%,27.63%,0.0%,5.26%,1
,MURGUIA E,2.94,17.24%,62.07%,18.39%,2.3%,0.0%,1
,PLANKEY- V,2.87,21.074%,52.126%,21.18%,4.208%,1.416%,5
,SALINAS J,3.21,45.16%,40.32%,8.06%,3.23%,3.23%,1
,SMITH J,3.73,73.08%,26.92%,0.0%,0.0%,0.0%,1
,WAREN W,3.0,30.77%,43.59%,23.08%,0.0%,2.56%,1
,WILLYARD K,3.05,26.015%,57.515%,12.41%,4.06%,0.0%,2
,,,,,,,
SOCI-315,,,,,,,
,ALDANA M,3.21,43.75%,36.46%,17.71%,1.04%,1.04%,2
,GATSON S,2.97,36.07%,32.79%,22.95%,8.2%,0.0%,1
,MURGUIA E,3.5,55.2333333333%,39.3933333333%,5.37333333333%,0.0%,0.0%,3
,REED K,3.02,30.0%,51.25%,12.5%,3.75%,2.5%,1
,,,,,,,
SOCI-316,,,,,,,
,LAKKIMSETTI C,3.4,40.0%,60.0%,0.0%,0.0%,0.0%,1
,,,,,,,
SOCI-317,,,,,,,
,BENNEFIELD Z,2.13,1.92%,34.62%,42.31%,17.31%,3.85%,1
,CAMPBELL M,2.58,19.2133333333%,39.9033333333%,26.56%,8.14666666667%,6.17666666667%,3
,COUCH T,3.71,77.42%,16.13%,6.45%,0.0%,0.0%,1
,JEWELL J,3.14,31.82%,50.0%,18.18%,0.0%,0.0%,1
,JONES N,3.33,52.73%,32.73%,10.91%,1.82%,1.82%,1
,MOORE W,3.16,44.68%,36.3566666667%,9.34333333333%,9.61666666667%,0.0%,3
,ORTA D,2.62,22.0125%,33.89%,33.125%,6.25%,4.7225%,4
,REGAN M,2.96,31.804%,42.348%,18.312%,5.318%,2.212%,5
,SAKAMOTO A,3.24,43.575%,38.485%,16.35%,1.5875%,0.0%,4
,VALDEZ Z,2.58,18.64%,37.29%,32.2%,6.78%,5.08%,1
,,,,,,,
SOCI-319,,,,,,,
,MAY R,2.84,17.7728571429%,53.9114285714%,24.57%,2.12285714286%,1.61857142857%,7
,,,,,,,
SOCI-322,,,,,,,
,COHN S,2.78,15.5666666667%,58.2166666667%,18.5266666667%,3.70333333333%,3.98666666667%,3
,,,,,,,
SOCI-323,,,,,,,
,JEWELL J,2.63,16.665%,40.26%,32.05%,11.025%,0.0%,2
,MAY R,2.73,14.615%,46.4116666667%,37.4266666667%,0.0%,1.54666666667%,6
,,,,,,,
SOCI-325,,,,,,,
,ONO H,2.95,23.94%,51.135%,21.275%,2.93%,0.725%,2
,,,,,,,
SOCI-326,,,,,,,
,MACKIN R,3.06,36.39%,40.432%,18.078%,3.488%,1.612%,5
,MESTROVIC S,3.8,82.48%,15.33%,2.19%,0.0%,0.0%,1
,,,,,,,
SOCI-327,,,,,,,
,BURK J,3.03,31.375%,42.805%,24.395%,0.0%,1.43%,2
,,,,,,,
SOCI-328,,,,,,,
,HENDERSON M,3.57,62.7025%,31.33%,5.9675%,0.0%,0.0%,4
,,,,,,,
SOCI-329,,,,,,,
,BROCATO B,3.91,97.83%,0.0%,0.0%,0.0%,2.17%,1
,,,,,,,
SOCI-330,,,,,,,
,MCINTOSH W,3.63,67.09%,28.8675%,4.0425%,0.0%,0.0%,4
,,,,,,,
SOCI-335,,,,,,,
,MORRIS T,3.0,42.86%,28.57%,14.29%,14.29%,0.0%,1
,,,,,,,
SOCI-337,,,,,,,
,FLORES N,3.3,38.64%,52.27%,9.09%,0.0%,0.0%,1
,PLANKEY- V,3.32,42.18%,47.395%,10.425%,0.0%,0.0%,2
,,,,,,,
SOCI-403,,,,,,,
,MURGUIA E,3.7,72.494%,25.418%,2.088%,0.0%,0.0%,5
,,,,,,,
SOCI-404,,,,,,,
,GATSON S,3.3,47.37%,35.6133333333%,17.0166666667%,0.0%,0.0%,3
,,,,,,,
SOCI-411,,,,,,,
,MURPHY C,2.84,27.325%,41.665%,20.75%,6.09%,4.165%,2
,REESE B,3.0,31.03%,44.83%,20.69%,0.0%,3.45%,1
,SELL J,2.79,22.78%,37.78%,35.1866666667%,4.26%,0.0%,3
,,,,,,,
SOCI-412,,,,,,,
,HOU D,3.32,42.11%,47.37%,10.53%,0.0%,0.0%,1
,MACKIN R,3.5,65.63%,25.0%,6.25%,0.0%,3.13%,1
,,,,,,,
SOCI-415,,,,,,,
,GOLDSMITH P,3.13,51.61%,29.03%,9.68%,0.0%,9.68%,1
,MURGUIA E,3.52,55.295%,41.37%,3.335%,0.0%,0.0%,2
,,,,,,,
SOCI-419,,,,,,,
,PRECHEL H,2.84,14.145%,55.59%,30.265%,0.0%,0.0%,2
,,,,,,,
SOCI-420,,,,,,,
,CHOUINARD J,3.21,44.12%,44.12%,5.88%,0.0%,5.88%,1
,FOSSETT M,2.83,36.66%,36.765%,10.085%,5.88%,10.61%,2
,FOX A,3.4,53.33%,33.33%,13.33%,0.0%,0.0%,1
,GOLDSMITH P,2.98,31.035%,48.275%,13.79%,1.725%,5.175%,2
,HOU D,3.03,39.1183333333%,32.765%,22.7683333333%,2.35666666667%,2.99%,6
,MELERO C,2.9,47.62%,28.57%,4.76%,4.76%,14.29%,1
,SAKAMOTO A,3.32,59.8866666667%,25.5166666667%,7.55333333333%,0.98%,6.06%,3
,WAREN W,3.03,35.4933333333%,39.2866666667%,20.3783333333%,2.04333333333%,2.79333333333%,6
,,,,,,,
SOCI-423,,,,,,,
,PLANKEY- V,3.97,96.665%,3.335%,0.0%,0.0%,0.0%,2
,,,,,,,
SOCI-424,,,,,,,
,PLANKEY- V,3.04,40.14%,32.795%,21.06%,3.225%,2.78%,2
,,,,,,,
SOCI-425,,,,,,,
,KEITH V,2.71,17.9025%,42.1025%,35.2825%,2.315%,2.3975%,4
,,,,,,,
SOCI-426,,,,,,,
,HANNIBAL B,2.96,31.25%,46.25%,18.75%,1.25%,2.5%,1
,,,,,,,
SOCI-430,,,,,,,
,DIETRICH K,2.86,28.58%,36.76%,28.155%,4.72875%,1.78%,8
,HANNIBAL B,2.83,26.43%,48.9933333333%,12.9633333333%,4.88333333333%,6.73333333333%,3
,HART W,3.19,43.59%,40.385%,11.855%,0.0%,4.165%,2
,ISTVAN A,2.67,26.67%,53.33%,0.0%,0.0%,20.0%,1
,KAINER J,3.61,70.97%,25.81%,0.0%,0.0%,3.23%,1
,MATHEY C,2.79,4.17%,70.83%,25.0%,0.0%,0.0%,1
,MESTROVIC S,3.78,81.428%,15.094%,3.48%,0.0%,0.0%,5
,SAVELY J,2.59,11.76%,47.06%,35.29%,0.0%,5.88%,1
,WILLIAMS A,3.47,66.92%,18.435%,11.87%,0.0%,2.78%,2
,WOODS T,2.91,27.27%,45.45%,18.18%,9.09%,0.0%,1
,,,,,,,
SOCI-445,,,,,,,
,GATSON S,2.9,45.0%,30.0%,10.0%,0.0%,15.0%,1
,,,,,,,
SOCI-463,,,,,,,
,SUZUKI K,3.42,55.595%,30.715%,13.69%,0.0%,0.0%,4
,,,,,,,
SOCI-478,,,,,,,
,DIETRICH K,3.73,81.7466666667%,12.0633333333%,3.81%,2.38%,0.0%,3
,,,,,,,
SOCI-479,,,,,,,
,DIETRICH K,3.8,83.335%,13.335%,3.335%,0.0%,0.0%,2
,MACKIN R,3.82,92.585%,3.845%,0.0%,0.0%,3.57%,2
,,,,,,,
SOCI-484,,,,,,,
,DIETRICH K,3.94,95.0081818182%,3.97454545455%,1.01727272727%,0.0%,0.0%,11
,,,,,,,
SOCI-485,,,,,,,
,MESTROVIC S,3.93,92.855%,7.145%,0.0%,0.0%,0.0%,2
,POSTON D,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
SOCI-489,,,,,,,
,DIETRICH K,3.69,75.0%,18.75%,6.25%,0.0%,0.0%,2
,FOSTER H,3.46,54.545%,36.93%,8.525%,0.0%,0.0%,2
,GOLDSMITH P,3.67,77.6%,11.69%,10.715%,0.0%,0.0%,2
,HENDERSON M,3.22,36.875%,48.64%,14.48%,0.0%,0.0%,2
,MACKIN R,3.93,93.33%,6.67%,0.0%,0.0%,0.0%,1
,MCINTOSH W,3.64,70.19%,23.72%,6.09%,0.0%,0.0%,2
,PALS H,3.23,47.06%,44.12%,0.0%,2.94%,5.88%,1
,SUZUKI K,2.39,22.0766666667%,25.11%,35.93%,3.03%,13.8533333333%,3
,THORNTON P,3.5,50.0%,50.0%,0.0%,0.0%,0.0%,1
,WAREN W,3.27,55.835%,31.665%,0.0%,8.335%,4.165%,2
,WOODS T,3.22,38.41%,48.6333333333%,9.44666666667%,3.51%,0.0%,3
,,,,,,,
SOCI-491,,,,,,,
,FOSSETT M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
SOCI-604,,,,,,,
,JEWELL J,3.48,47.5%,52.5%,0.0%,0.0%,0.0%,2
,,,,,,,
SOCI-606,,,,,,,
,BURK J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
SOCI-607,,,,,,,
,COHN S,3.5,66.67%,16.67%,16.67%,0.0%,0.0%,1
,FEAGIN J,3.6,60.0%,40.0%,0.0%,0.0%,0.0%,1
,MACKIN R,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,ONO H,3.57,57.14%,42.86%,0.0%,0.0%,0.0%,1
,PLANKEY- V,3.6,60.0%,40.0%,0.0%,0.0%,0.0%,1
,SAKAMOTO A,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,THOMAS J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,THORNTON P,3.5,50.0%,50.0%,0.0%,0.0%,0.0%,1
,,,,,,,
SOCI-611,,,,,,,
,FEAGIN J,3.65,64.71%,35.29%,0.0%,0.0%,0.0%,1
,PRECHEL H,3.6,60.0%,40.0%,0.0%,0.0%,0.0%,2
,,,,,,,
SOCI-615,,,,,,,
,BURK J,3.8,79.63%,20.37%,0.0%,0.0%,0.0%,3
,MESTROVIC S,3.74,73.68%,26.32%,0.0%,0.0%,0.0%,1
,,,,,,,
SOCI-616,,,,,,,
,PRECHEL H,3.5,50.0%,50.0%,0.0%,0.0%,0.0%,1
,,,,,,,
SOCI-618,,,,,,,
,GOLDSMITH P,3.86,85.71%,14.29%,0.0%,0.0%,0.0%,1
,,,,,,,
SOCI-621,,,,,,,
,PALS H,3.85,84.62%,15.38%,0.0%,0.0%,0.0%,1
,SELL J,3.42,50.0%,41.67%,8.33%,0.0%,0.0%,1
,,,,,,,
SOCI-622,,,,,,,
,FOSSETT M,3.77,76.6666666667%,23.3333333333%,0.0%,0.0%,0.0%,3
,,,,,,,
SOCI-623,,,,,,,
,MCINTOSH W,3.74,74.1666666667%,25.8333333333%,0.0%,0.0%,0.0%,3
,,,,,,,
SOCI-624,,,,,,,
,GATSON S,3.94,93.75%,6.25%,0.0%,0.0%,0.0%,1
,HENDERSON M,3.79,78.6966666667%,21.3033333333%,0.0%,0.0%,0.0%,3
,,,,,,,
SOCI-627,,,,,,,
,FOSTER H,3.67,66.67%,33.33%,0.0%,0.0%,0.0%,1
,JOHN E,3.5,50.0%,50.0%,0.0%,0.0%,0.0%,1
,MOORE W,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
SOCI-628,,,,,,,
,PALS H,3.88,87.5%,12.5%,0.0%,0.0%,0.0%,1
,,,,,,,
SOCI-629,,,,,,,
,GATSON S,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,MOORE W,3.57,57.14%,42.86%,0.0%,0.0%,0.0%,1
,,,,,,,
SOCI-631,,,,,,,
,POSTON D,3.61,61.935%,37.425%,0.64%,0.0%,0.0%,4
,,,,,,,
SOCI-633,,,,,,,
,SAKAMOTO A,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,,,,,,,
SOCI-640,,,,,,,
,COHN S,3.33,50.0%,33.33%,16.67%,0.0%,0.0%,1
,,,,,,,
SOCI-647,,,,,,,
,GOLDSMITH P,3.67,66.67%,33.33%,0.0%,0.0%,0.0%,1
,PEREZ-PATRON M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,POSTON D,3.72,71.82%,28.18%,0.0%,0.0%,0.0%,2
,,,,,,,
SOCI-651,,,,,,,
,MCINTOSH W,3.85,84.62%,15.38%,0.0%,0.0%,0.0%,1
,,,,,,,
SOCI-657,,,,,,,
,GATSON S,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,HENDERSON M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,MESTROVIC S,3.88,87.5%,12.5%,0.0%,0.0%,0.0%,2
,,,,,,,
SOCI-660,,,,,,,
,JEWELL J,3.59,64.445%,30.555%,5.0%,0.0%,0.0%,2
,,,,,,,
SOCI-661,,,,,,,
,SUZUKI K,3.75,75.0%,25.0%,0.0%,0.0%,0.0%,1
,,,,,,,
SOCI-662,,,,,,,
,FEAGIN J,3.65,65.0%,35.0%,0.0%,0.0%,0.0%,2
,,,,,,,
SOCI-663,,,,,,,
,FEAGIN J,3.64,63.97%,36.03%,0.0%,0.0%,0.0%,2
,,,,,,,
SOCI-667,,,,,,,
,CAMPBELL M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,FEAGIN J,3.81,81.25%,18.75%,0.0%,0.0%,0.0%,1
,GOLDSMITH P,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,JEWELL J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,MAY R,3.57,57.14%,42.86%,0.0%,0.0%,0.0%,1
,MOORE W,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,MURGUIA E,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,,,,,,,
SOCI-677,,,,,,,
,SELL J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
SOCI-685,,,,,,,
,MESTROVIC S,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
SOCI-689,,,,,,,
,HOWARD D,3.5,50.0%,50.0%,0.0%,0.0%,0.0%,1
,LINNEMAN J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
SPAN-101,,,,,,,
,ARENIVAR A,3.33,53.2333333333%,31.1666666667%,13.5333333333%,0.0%,2.06666666667%,3
,ARIZPE N,2.6,30.0%,20.0%,30.0%,20.0%,0.0%,1
,BONGIORNO B,3.12,35.29%,41.18%,23.53%,0.0%,0.0%,1
,BYABARTTA D,3.52,60.2566666667%,32.67%,5.48333333333%,1.58666666667%,0.0%,3
,CABRERA O,3.76,78.125%,19.79%,2.085%,0.0%,0.0%,2
,CASTANON M,3.37,56.865%,28.595%,10.215%,2.94%,1.39%,2
,GARCIA U,3.68,74.3833333333%,18.8833333333%,6.73333333333%,0.0%,0.0%,3
,GIL-POISA M,2.92,28.295%,43.845%,18.92%,8.94%,0.0%,2
,HERNANDEZ M,3.19,47.5%,30.0%,19.305%,0.0%,3.195%,2
,HERNANDEZ-MIRANDA M,3.32,57.89%,26.32%,10.53%,0.0%,5.26%,1
,MCGRAW M,3.25,50.0%,25.0%,25.0%,0.0%,0.0%,1
,MESA M,3.71,79.41%,17.645%,0.0%,0.0%,2.94%,2
,MONTEJO P,3.65,76.305%,19.02%,0.0%,2.5%,2.175%,2
,MONTEJO-PIZARRO M,3.89,88.89%,11.11%,0.0%,0.0%,0.0%,1
,MUNGUIA E,3.43,56.1566666667%,31.0633333333%,12.7766666667%,0.0%,0.0%,3
,ROCHA D,3.16,46.9833333333%,32.5466666667%,13.0866666667%,5.15666666667%,2.22666666667%,3
,ROCHA R,3.45,59.09%,27.27%,13.64%,0.0%,0.0%,1
,RODRIGUEZ G,3.4,60.0%,20.0%,20.0%,0.0%,0.0%,1
,RODRIGUEZ N,3.02,35.355%,42.675%,13.005%,6.69%,2.275%,2
,RUBI C,3.38,46.295%,45.37%,8.335%,0.0%,0.0%,2
,RUSSO M,3.04,46.37%,25.345%,16.27%,9.89%,2.13%,2
,VALERO M,3.23,61.765%,17.645%,8.82%,5.88%,5.88%,2
,WEIR G,3.01,39.4725%,34.6%,17.5075%,4.7425%,3.675%,4
,YANES F,3.6,82.5%,10.0%,0.0%,0.0%,7.5%,2
,,,,,,,
SPAN-102,,,,,,,
,AGUILAR J,3.45,60.0%,35.0%,0.0%,0.0%,5.0%,1
,ALFONSO E,3.53,59.82%,33.035%,7.145%,0.0%,0.0%,2
,ANTOLIN J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,ARENIVAR A,3.13,34.78%,47.83%,13.04%,4.35%,0.0%,1
,ARIZPE N,2.88,33.33%,41.67%,8.33%,12.5%,4.17%,1
,BAKER P,2.69,20.145%,43.15%,26.195%,6.315%,4.19%,2
,BYABARTTA D,2.92,25.0%,45.83%,25.0%,4.17%,0.0%,1
,CABRERA O,3.33,48.4%,40.2266666667%,9.52333333333%,0.0%,1.85333333333%,3
,CASTANON M,3.39,42.86%,53.57%,3.57%,0.0%,0.0%,1
,DE C,3.83,83.33%,16.67%,0.0%,0.0%,0.0%,1
,GARCIA U,3.21,54.91%,20.725%,19.66%,0.0%,4.705%,2
,GIL-POISA M,2.85,29.4%,38.5366666667%,22.4666666667%,7.39%,2.20333333333%,3
,HERNANDEZ-MIRANDA M,2.91,25.0%,43.18%,29.55%,2.27%,0.0%,1
,LANTZ A,3.7,77.71%,16.99%,4.18%,0.0%,1.11%,2
